# remote_host=100.121.87.73
# vmstat_interval_seconds=1
# started_local=2026-03-12T15:21:42+08:00
# started_remote=2026-03-12T15:21:42+08:00
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 11982308  20260 1102528    0    0     0     0 2498 4545  9  2 90  0  0  0
 0  0      0 11984688  20268 1102536    0    0     0    88 1093 1424  1  1 98  1  0  0
 5  0      0 11983428  20268 1102540    0    0     0     0 1465 2527  1  1 98  0  0  0
 0  0      0 11983176  20268 1102524    0    0     0     0  531  765  1  0 99  0  0  0
 0  0      0 11983176  20268 1102524    0    0     0     0  231  339  0  0 100  0  0  0
 0  0      0 11982924  20268 1102520    0    0     0     0 1459 2451  0  1 99  0  0  0
 0  0      0 11982372  20276 1102512    0    0     0   108  833 1072  0  1 98  2  0  0
 0  0      0 11981876  20276 1102512    0    0     0     0 1832 3014  0  1 99  0  0  0
 0  0      0 11981868  20276 1102520    0    0     0     0  223  348  0  0 100  0  0  0
 0  0      0 11982128  20276 1102520    0    0     0     0 1502 2526  0  1 99  0  0  0
 0  0      0 12117332  20276 1102524    0    0     0     0  486  700  2  0 98  0  0  0
 0  0      0 12115568  20284 1102524    0    0     0   116 1502 2481  0  1 98  1  0  0
 0  0      0 12113808  20284 1102520    0    0     0     0  565  806  0  0 99  0  0  0
 0  0      0 12112044  20284 1102524    0    0     0     0 1851 2968  0  1 99  0  0  0
 0  0      0 12112044  20284 1102524    0    0     0     0  231  351  0  0 100  0  0  0
 0  0      0 12111288  20284 1102528    0    0     0     0 1504 2501  0  1 99  0  0  0
 0  0      0 12111288  20292 1102524    0    0     0    44  244  387  0  0 99  1  0  0
 0  0      0 12110028  20292 1102532    0    0     0    36 1504 2492  0  1 99  0  0  0
 0  0      0 12110280  20292 1102532    0    0     0    68  210  319  0  0 100  0  0  0
 0  0      0 12109524  20292 1102536    0    0     0     0 1486 2497  0  1 99  0  0  0
 0  0      0 12110028  20292 1102540    0    0     0     0  227  362  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 12110548  20300 1102536    0    0     0    36 1619 2553  0  1 99  0  0  0
 1  0      0 12110784  20300 1102540    0    0     0    32  310  441  0  0 100  0  0  0
 0  0      0 12108012  20300 1102540    0    0     0     0 1260 2413  0  1 99  0  0  0
 0  0      0 12108264  20300 1102540    0    0     0     0  244  371  0  0 100  0  0  0
 0  0      0 12108012  20300 1102540    0    0     0     0 1210 2397  0  1 99  0  0  0
 0  0      0 12107760  20308 1102544    0    0     0    60  195  279  0  0 99  1  0  0
 0  0      0 12107256  20308 1102560    0    0     0     0 1226 2452  0  1 99  0  0  0
 0  0      0 12107256  20308 1102560    0    0     0   104  268  351  0  0 100  0  0  0
 0  0      0 12106752  20308 1102568    0    0     0     0 1309 2398  0  1 99  0  0  0
 0  0      0 12107256  20308 1102560    0    0     0     0  274  337  0  0 100  0  0  0
 1  0      0 12107256  20316 1102564    0    0     0    32  255  356  0  0 100  0  0  0
 0  0      0 12106500  20316 1102556    0    0     0     0 1538 2490  0  1 99  0  0  0
 0  0      0 12106500  20316 1102552    0    0     0    24  248  340  0  0 100  0  0  0
 0  0      0 12103224  20316 1102552    0    0     0     0 1910 3015  1  1 98  0  0  0
 0  0      0 12103476  20316 1102552    0    0     0     0  326  496  0  0 100  0  0  0
 0  0      0 12104176  20324 1102552    0    0     0    48 1573 2574  0  1 98  1  0  0
 0  0      0 12104176  20324 1102552    0    0     0     0  222  342  0  0 100  0  0  0
 0  0      0 12103672  20324 1102532    0    0     0     0 1610 2647  0  1 99  0  0  0
 0  0      0 12103672  20324 1102536    0    0     0    32  227  343  0  0 100  0  0  0
 0  0      0 12103672  20324 1102540    0    0     0     0 1470 2488  0  1 99  0  0  0
 0  0      0 12103672  20332 1102544    0    0     0    44  204  317  0  0 99  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12103420  20332 1102560    0    0     0     0 1452 2479  0  1 99  0  0  0
 0  0      0 12103420  20332 1102560    0    0     0    64  265  389  0  0 99  0  0  0
 0  0      0 12101404  20332 1102560    0    0     0    32 1465 2430  0  1 99  0  0  0
 0  0      0 12101656  20332 1102556    0    0     0     0  181  286  0  0 100  0  0  0
 0  0      0 12100900  20340 1102556    0    0     0    44 1440 2435  0  0 99  1  0  0
 0  0      0 12100900  20340 1102556    0    0     0     0  231  365  0  0 100  0  0  0
 0  0      0 12100648  20340 1102544    0    0     0     0 1463 2472  0  1 99  0  0  0
 0  0      0 12100660  20340 1102548    0    0     0     0  248  396  0  0 100  0  0  0
 2  0      0 12100408  20340 1102556    0    0     0    20 1428 2401  0  1 99  0  0  0
 0  0      0 12100928  20348 1102556    0    0     0    80  289  406  0  0 99  1  0  0
 0  0      0 12100436  20348 1102556    0    0     0     0 1449 2481  0  1 99  0  0  0
 0  0      0 12100688  20348 1102552    0    0     0     0  241  369  0  0 100  0  0  0
 1  0      0 12101192  20348 1102552    0    0     0     0 1501 2498  0  1 99  0  0  0
 1  0      0 12098420  20348 1102568    0    0     0    16  251  383  0  0 100  0  0  0
 0  0      0 12097664  20356 1102568    0    0     0    36 1428 2409  0  0 98  1  0  0
 0  0      0 12097412  20356 1102556    0    0     0     0  277  401  0  0 100  0  0  0
 0  0      0 12097932  20356 1102556    0    0     0     0  300  492  0  0 100  0  0  0
 0  0      0 12097160  20356 1102556    0    0     0     0 1147 2287  0  0 99  0  0  0
 0  0      0 12097160  20356 1102556    0    0     0     0  253  409  0  0 100  0  0  0
 0  0      0 12096656  20364 1102564    0    0     0    72 1212 2364  0  1 99  1  0  0
 0  0      0 12096656  20364 1102564    0    0     0     0  236  387  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12096656  20364 1102572    0    0     0     0 1408 2384  0  1 99  0  0  0
 0  0      0 12096656  20364 1102584    0    0     0     0  380  584  0  0 100  0  0  0
 0  0      0 12096920  20364 1102596    0    0     0     4 1032 2422  0  1 99  0  0  0
 0  0      0 12096816  20372 1102592    0    0     0    92  892 1164  1  1 98  1  0  0
 0  0      0 12095508  20372 1102576    0    0     0     0 1438 2472  0  1 99  0  0  0
 0  0      0 12095508  20372 1102576    0    0     0     0  204  320  0  0 100  0  0  0
 0  0      0 12095004  20372 1102572    0    0     0    92 1495 2501  0  1 99  0  0  0
 0  0      0 12095004  20372 1102576    0    0     0     0  269  397  0  0 100  0  0  0
 0  0      0 12094752  20380 1102588    0    0     0    84 1387 2413  0  0 98  1  0  0
 1  0      0 12094752  20380 1102588    0    0     0     0  206  333  0  0 100  0  0  0
 0  0      0 12094248  20380 1102580    0    0     0     0 1382 2361  0  1 99  0  0  0
 0  0      0 12094500  20380 1102576    0    0     0     0  191  281  0  0 100  0  0  0
 1  0      0 12094248  20380 1102588    0    0     0     0 1447 2440  0  0 99  0  0  0
 0  0      0 12094500  20388 1102584    0    0     0   112  278  362  0  0 99  0  0  0
 0  0      0 12091232  20388 1102596    0    0     0     0 1497 2463  0  1 99  0  0  0
 0  0      0 12091728  20388 1102596    0    0     0     0  200  306  0  0 100  0  0  0
 0  0      0 12091484  20388 1102604    0    0     0     0 1387 2391  0  1 99  0  0  0
 0  0      0 12091728  20388 1102604    0    0     0     0  241  358  0  0 100  0  0  0
 0  0      0 12092484  20388 1102592    0    0     0     0 1524 2523  0  0 99  0  0  0
 0  0      0 12092736  20396 1102588    0    0     0    48  276  386  0  0 99  0  0  0
 0  0      0 12092736  20396 1102584    0    0     0     0 1441 2441  0  1 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12092736  20396 1102568    0    0     0     0  229  357  0  0 100  0  0  0
 1  0      0 12092232  20396 1102568    0    0     0     0 1388 2447  0  1 99  0  0  0
 0  0      0 12092736  20396 1102568    0    0     0     0  409  544  0  0 100  0  0  0
 0  0      0 12092736  20404 1102572    0    0     0   100  255  384  0  0 99  1  0  0
 0  0      0 12089712  20404 1102560    0    0     0    76 1486 2545  0  1 99  0  0  0
 0  0      0 12089712  20404 1102560    0    0     0     0  169  268  0  0 100  0  0  0
 0  0      0 12089460  20404 1102568    0    0     0     0 1447 2461  0  1 99  0  0  0
 0  0      0 12089460  20404 1102572    0    0     0     0  208  319  0  0 100  0  0  0
 0  0      0 12089464  20412 1102568    0    0     0    64 1487 2501  0  1 99  0  0  0
 0  0      0 12089464  20412 1102572    0    0     0     0  238  350  0  0 100  0  0  0
 0  0      0 12088960  20412 1102572    0    0     0     0 1418 2459  0  1 99  0  0  0
 0  0      0 12088960  20412 1102572    0    0     0     0  229  341  0  0 100  0  0  0
 0  0      0 12091564  20412 1102568    0    0     0     0 1501 2572  0  1 99  0  0  0
 0  0      0 12091564  20420 1102568    0    0     0    92  212  330  0  0 99  1  0  0
 0  0      0 12091600  20420 1102572    0    0     0     0 1430 2449  0  0 99  0  0  0
 0  0      0 12091864  20420 1102576    0    0     0     0  588  835  1  0 99  0  0  0
 0  0      0 12092360  20420 1102576    0    0     0     4 1207 2475  0  1 99  0  0  0
 0  0      0 12092360  20420 1102572    0    0     0     0  180  288  0  0 100  0  0  0
 0  0      0 12088328  20428 1102572    0    0     0    64 1185 2505  0  1 97  2  0  0
 0  0      0 12088076  20428 1102572    0    0     0    60  230  349  0  0 100  0  0  0
 0  0      0 12087572  20428 1102572    0    0     0     0  908 2324  0  0 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12153712  20428 1102568    0    0     0     0  521  726  3  0 97  0  0  0
 0  0      0 12153248  20428 1102564    0    0     0     0 1197 2467  0  1 99  0  0  0
 0  0      0 12152996  20436 1102564    0    0     0    76  238  369  0  0 98  2  0  0
 0  0      0 12152492  20436 1102564    0    0     0    68 1192 2415  0  1 99  0  0  0
 0  0      0 12152492  20436 1102564    0    0     0     0  193  303  0  0 100  0  0  0
 0  0      0 12151232  20436 1102568    0    0     0     0 1299 2590  0  0 99  0  0  0
 0  0      0 12151244  20436 1102568    0    0     0     0  294  387  0  0 100  0  0  0
 0  0      0 12147968  20444 1102568    0    0     0    56 1208 2465  0  0 98  1  0  0
 0  0      0 12147968  20444 1102568    0    0     0    40  246  364  0  0 100  0  0  0
 1  0      0 12146960  20444 1102568    0    0     0     0 1095 2401  0  0 99  0  0  0
 5  0      0 12146456  20444 1102568    0    0     0    68  337  446  0  0 100  0  0  0
 1  0      0 12162868  20444 1102568    0    0     0     0  465  710  2  0 98  0  0  0
 0  0      0 12162584  20452 1102564    0    0     0    44 1277 2449  0  1 98  1  0  0
 0  0      0 12162584  20452 1102564    0    0     0    16  236  364  0  0 100  0  0  0
 2  0      0 12162080  20452 1102564    0    0     0     0 1123 2319  0  0 99  0  0  0
 0  0      0 12162080  20452 1102568    0    0     0     0  252  392  0  0 100  0  0  0
 0  0      0 12162080  20452 1102568    0    0     0     0 1191 2418  0  1 99  0  0  0
 0  0      0 12162080  20460 1102568    0    0     0    68  283  401  0  0 99  1  0  0
 0  0      0 12158564  20460 1102564    0    0     0     0 1192 2398  0  1 99  0  0  0
 0  0      0 12158312  20460 1102564    0    0     0    16  232  367  0  0 100  0  0  0
 0  0      0 12157808  20460 1102564    0    0     0     0 1238 2480  0  0 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12155932  20460 1102564    0    0     0     0  339  467  0  1 99  0  0  0
 0  0      0 12155680  20468 1102568    0    0     0    36 1416 2417  0  0 98  1  0  0
 0  0      0 12155680  20468 1102568    0    0     0     0  250  377  0  0 100  0  0  0
 0  0      0 12155932  20468 1102568    0    0     0    20 1448 2492  0  0 99  0  0  0
 0  0      0 12155932  20468 1102568    0    0     0     0  253  418  0  0 100  0  0  0
 0  0      0 12154420  20468 1102572    0    0     0     0  772 2378  0  0 99  0  0  0
 0  0      0 12154672  20476 1102572    0    0     0    80  290  471  0  0 98  1  0  0
 0  0      0 12154924  20476 1102568    0    0     0     0 1582 2735  0  1 99  0  0  0
 2  0      0 12148876  20476 1102568    0    0     0    24  520  884  0  1 99  0  0  0
 0  0      0 12148876  20476 1102572    0    0     0     0 1998 3158  1  1 97  0  0  0
 0  0      0 12148624  20476 1102572    0    0     0     0  261  402  0  0 100  0  0  0
 0  0      0 12148876  20484 1102568    0    0     0    56 1244 2456  0  1 98  1  0  0
 0  0      0 12148876  20484 1102572    0    0     0     0  240  355  0  0 100  0  0  0
 0  0      0 12149128  20484 1102580    0    0     0    24 1235 2460  0  1 99  0  0  0
 0  0      0 12149128  20484 1102580    0    0     0    64  256  356  0  0 99  0  0  0
 0  0      0 12148876  20484 1102580    0    0     0     0 1329 2567  0  1 99  0  0  0
 0  0      0 12148876  20492 1102580    0    0     0   104  268  384  0  0 99  1  0  0
 0  0      0 12149380  20492 1102580    0    0     0     0 1244 2434  0  1 99  0  0  0
 0  0      0 12149380  20492 1102580    0    0     0    16  271  394  0  0 100  0  0  0
 1  0      0 12147868  20492 1102580    0    0     0     0  921 1550  0  1 99  0  0  0
 0  0      0 12147616  20492 1102588    0    0     0     0  765 1227  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  1      0 12147616  20500 1102580    0    0     0    40  208  327  0  0 99  1  0  0
 0  0      0 12147364  20500 1102588    0    0     0    56 1487 2533  0  1 99  0  0  0
 0  0      0 12337720  20500 1102556    0    0     0     0  470  554  0  1 99  0  0  0
 0  0      0 12339408  20500 1103188    0    0   632    24 1965 2991  1  1 98  0  0  0
 0  0      0 12339316  20500 1103188    0    0     0     0  586  823  0  0 99  0  0  0
 0  0      0 12340072  20500 1103180    0    0     0     0 1564 2619  0  1 99  0  0  0
 0  0      0 12337556  20508 1103180    0    0     0   132  737 1182  1  0 99  1  0  0
 0  0      0 12338464  20508 1103192    0    0     0     0 2064 3321  0  1 99  0  0  0
 0  1      0 12678360    624 783044    0    0  1664    28 1308 1765  0  2 98  1  0  0
 0  0      0 12673280    624 784880    0    0  1684     0 1406 2748  0  3 96  1  0  0
 0  0      0 12673280    624 785104    0    0     0     0  282  420  0  0 99  0  0  0
 0  0      0 12673532    632 785104    0    0     0    92 1202 2376  0  0 99  0  0  0
 0  0      0 12673532    632 785108    0    0     4     0  698 1007  0  0 99  0  0  0
 0  0      0 12672776    636 785108    0    0     4   104 1642 2999  0  1 99  0  0  0
 0  0      0 12672776    636 785104    0    0     0     0  236  364  0  0 100  0  0  0
 0  0      0 12671264    636 785104    0    0     0     0 1365 2327  0  1 99  0  0  0
 0  0      0 12671012    644 785096    0    0     0   100  243  344  0  0 100  0  0  0
 0  0      0 12670760    644 785096    0    0     0     0 1370 2353  0  1 99  0  0  0
 0  0      0 12670760    644 785096    0    0     0    20  219  338  0  0 100  0  0  0
 0  0      0 12669624    644 785096    0    0     0     0 1332 2335  0  1 99  0  0  0
 0  0      0 12669240    644 785096    0    0     0     0  507  338  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12667728    652 785096    0    0     0    56 1139 2294  0  0 99  0  0  0
 0  0      0 12667728    652 785100    0    0     0     0  191  297  0  0 100  0  0  0
 0  0      0 12667224    652 785100    0    0     0     0 1102 2313  0  1 99  0  0  0
 0  0      0 12684376    656 785100    0    0     4    20  477  672  2  0 97  0  0  0
 0  0      0 12683884    656 785100    0    0     0     0 1117 2291  0  1 99  0  0  0
 0  0      0 12683884    664 785096    0    0     0    84  216  316  0  0 99  1  0  0
 0  0      0 12683884    664 785096    0    0     0     0  826 1751  0  0 100  0  0  0
 0  0      0 12683380    664 785096    0    0     0     0  521  873  0  0 100  0  0  0
 0  0      0 12683380    664 785096    0    0     0    16  206  332  0  0 100  0  0  0
 1  0      0 12683380    664 785096    0    0     0     0 1149 2331  0  0 99  0  0  0
 0  0      0 12683380    672 785096    0    0     0    28  222  327  0  0 99  1  0  0
 0  0      0 12683128    672 785096    0    0     0     0 1358 2343  0  0 99  0  0  0
 1  0      0 12683128    672 785096    0    0     0     0  192  309  0  0 100  0  0  0
 0  0      0 12682372    684 785088    0    0    12     0 1564 2582  0  1 99  0  0  0
 0  0      0 12682372    684 785096    0    0     0    16  259  387  0  0 100  0  0  0
 0  0      0 12682120    692 785092    0    0     0    76 1409 2304  0  0 98  1  0  0
 0  0      0 12682120    692 785092    0    0     0     0  183  285  0  0 100  0  0  0
 0  0      0 12681616    692 785096    0    0     0    60 1412 2321  0  1 99  0  0  0
 0  0      0 12684856    692 785096    0    0     0     4  334  481  0  0 99  0  0  0
 0  0      0 12685480    692 785100    0    0     0    20 1446 2404  0  0 99  0  0  0
 0  0      0 12685732    700 785096    0    0     0    40  232  341  0  0 99  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12685732    700 785088    0    0     0     0 1386 2317  0  0 99  0  0  0
 0  0      0 12685984    700 785092    0    0     0     0  219  343  0  0 100  0  0  0
 0  0      0 12685352    700 785092    0    0     0     0 1252 2407  0  1 99  0  0  0
 0  0      0 12685984    700 785088    0    0     0     0  286  427  0  0 100  0  0  0
 0  0      0 12685228    844 785088    0    0   140    88 1219 2313  0  0 99  1  0  0
 0  0      0 12684976    852 785100    0    0     0    32  236  347  0  0 99  0  0  0
 0  0      0 12684488    852 785100    0    0     0     0 1131 2263  0  0 99  0  0  0
 0  0      0 12684488    852 785100    0    0     0     0  220  336  0  0 100  0  0  0
 0  0      0 12683968    852 785104    0    0     0     0 1226 2420  0  1 99  0  0  0
 1  0      0 12683968    852 785104    0    0     0     0  213  337  0  0 100  0  0  0
 0  0      0 12683716    860 785104    0    0     0    28 1393 2357  0  1 99  0  0  0
 0  0      0 12683716    860 785108    0    0     0     0  209  317  0  0 100  0  0  0
 0  0      0 12683464    860 785116    0    0     0     0 1421 2402  0  1 99  0  0  0
 0  0      0 12683728    860 785116    0    0     0     0  317  492  0  0 100  0  0  0
 0  0      0 12683728    868 785116    0    0     0    48 1378 2380  0  1 99  1  0  0
 0  0      0 12683476    868 785116    0    0     0    52  365  515  0  0 100  0  0  0
 1  0      0 12683476    868 785116    0    0     0     0  321  547  0  0 100  0  0  0
 0  0      0 12682972    868 785116    0    0     0     0 1251 2052  0  0 100  0  0  0
 0  0      0 12682972    868 785112    0    0     0     0  254  380  0  0 100  0  0  0
 0  0      0 12682720    876 785112    0    0     0    48 1209 2340  0  0 99  1  0  0
 0  0      0 12682720    876 785112    0    0     0    60  203  296  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12682720    876 785108    0    0     0     0 1144 2305  0  0 99  0  0  0
 1  0      0 12682720    876 785108    0    0     0     0  209  316  0  0 100  0  0  0
 0  0      0 12682216    876 785108    0    0     0     0 1199 2416  0  1 99  0  0  0
 0  0      0 12682216    884 785108    0    0     0    36  215  314  0  0 99  1  0  0
 0  0      0 12682468    884 785112    0    0     0     0 1157 2301  0  1 99  0  0  0
 0  0      0 12682468    884 785112    0    0     0     0  193  308  0  0 100  0  0  0
 0  0      0 12683996    884 785108    0    0     0     0 1241 2484  0  1 99  0  0  0
 0  0      0 12685004    884 785108    0    0     0     0  274  387  0  0 100  0  0  0
 0  0      0 12684752    892 785108    0    0     0    36 1137 2334  0  1 99  0  0  0
 0  0      0 12684752    892 785108    0    0     0    28  183  282  0  0 100  0  0  0
 0  0      0 12684752    892 785112    0    0     0     0 1349 2361  0  1 99  0  0  0
 0  0      0 12684752    892 785112    0    0     0     0  182  296  0  0 100  0  0  0
 0  0      0 12684248    892 785108    0    0     0     0 1377 2387  0  0 99  0  0  0
 0  0      0 12595292   1164 791192    0    0  6324   116  967 1373  4  1 94  1  0  0
 0  0      0 12594788   1164 791200    0    0     0    84 1407 2383  0  1 99  0  0  0
 0  0      0 12594788   1164 791200    0    0     0     0  213  327  0  0 100  0  0  0
 0  0      0 12595040   1164 791200    0    0     0     0 1415 2409  0  0 99  0  0  0
 1  0      0 12594788   1164 791200    0    0     0     0  282  438  0  0 100  0  0  0
 0  0      0 12593332   1172 791204    0    0     0    60 1566 2500  0  1 98  1  0  0
 0  0      0 12591988   1172 791204    0    0     0     0  594  321  0  0 100  0  0  0
 0  0      0 12591992   1172 791208    0    0     0     0 1466 2476  0  1 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 12591740   1172 791212    0    0     0     0  220  335  0  0 100  0  0  0
 0  0      0 12592004   1172 791216    0    0     0     0 1519 2472  0  1 99  0  0  0
 0  0      0 12592024   1180 791216    0    0     0   104  344  396  0  0 99  1  0  0
 0  0      0 12591552   1180 791216    0    0     0     0 1437 2362  0  1 99  0  0  0
 0  0      0 12595500   1180 791208    0    0     0     0  390  364  0  0 100  0  0  0
 1  0      0 12594268   1180 791212    0    0     0     0  346  377  0  0 100  0  0  0
 1  0      0 12594332   1180 791208    0    0     0     0 1485 2405  0  0 99  0  0  0
 0  0      0 12594336   1188 791208    0    0     0    28  324  393  0  0 99  1  0  0
 0  0      0 12594084   1188 791208    0    0     0     0 1395 2318  0  1 99  0  0  0
 0  0      0 12594084   1188 791212    0    0     0     0  248  356  0  0 100  0  0  0
 0  0      0 12592068   1188 791212    0    0     0     0 1363 2322  0  1 99  0  0  0
 1  0      0 12592068   1188 791208    0    0     0     0  266  421  0  0 100  0  0  0
 1  0      0 12591816   1196 791208    0    0     0    36 1348 2303  0  0 99  0  0  0
 0  0      0 12591816   1196 791208    0    0     0     0  239  362  0  0 100  0  0  0
 2  0      0 12590304   1196 791208    0    0     0     0 1227 2302  0  1 99  0  0  0
 1  0      0 12576352   1520 791204    0    0   316     0  770  971  1  1 98  0  0  0
 0  0      0 12574732   1520 791236    0    0     0     0 2068 3371  1  1 99  0  0  0
 0  0      0 12574744   1528 791240    0    0     0    48  974 1195  0  0 99  1  0  0
 0  0      0 12575248   1528 791236    0    0     0    16 1105 2595  0  1 99  0  0  0
 0  0      0 12575500   1528 791240    0    0     0     0  483  746  0  0 100  0  0  0
 0  0      0 12575752   1528 791240    0    0     0     0 1029 2537  0  0 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 12575012   1528 791236    0    0     0     0  923 1345  0  0 99  0  0  0
 0  0      0 12574996   1536 791236    0    0     0    60 1544 3025  1  1 98  1  0  0
 0  0      0 12568192   1536 791236    0    0     0     0  526  765  1  0 99  0  0  0
 0  0      0 12564916   1536 791240    0    0     0    92 1334 2620  0  1 99  0  0  0
 0  0      0 12564412   1536 791240    0    0     0     0  423  644  0  0 99  0  0  0
 0  0      0 12562692   1536 791288    0    0     0     0 2096 3361  1  1 99  0  0  0
 1  0      0 12562660   1560 791288    0    0    16    60  874 1182  0  1 99  0  0  0
 0  0      0 12562700   1560 791284    0    0     0     0 1792 2838  2  1 97  0  0  0
 1  0      0 12562912   1560 791272    0    0     0    80  452  696  0  0 99  0  0  0
 1  0      0 12562176   1560 791272    0    0     0     0 1503 2567  0  1 99  0  0  0
 0  0      0 12561672   1560 791252    0    0     0     0  945 1267  0  0 99  0  0  0
 0  0      0 12562428   1568 791236    0    0     0    44 2049 3156  1  1 98  0  0  0
 0  0      0 12562428   1568 791236    0    0     0     0  305  525  0  0 100  0  0  0
 1  0      0 12562428   1568 791236    0    0     0     0 1424 2554  0  1 99  0  0  0
 0  0      0 12562680   1568 791240    0    0     0     0  423  576  0  0 100  0  0  0
 0  0      0 12561420   1568 791240    0    0     0     0  735 1111  0  0 99  0  0  0
 0  0      0 12623224   1576 791236    0    0     0    92 2288 3786  3  1 96  0  0  0
 0  0      0 12622724   1576 791236    0    0     0     0  638  846  1  0 99  0  0  0
 0  0      0 12606096   1576 791252    0    0     0     0 1524 2913  1  1 99  0  0  0
 0  0      0 12605848   1576 791252    0    0     0     0  546  819  0  0 99  0  0  0
 0  0      0 12593284   1576 791324    0    0     0     0 1896 3153  1  1 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 12593048   1584 791324    0    0     0    44  796  928  0  0 99  0  0  0
 0  0      0 12592780   1584 791312    0    0     0    16 1349 2496  0  1 99  0  0  0
 0  0      0 12592528   1584 791324    0    0     0     0  179  291  0  0 100  0  0  0
 0  0      0 12592748   1584 791340    0    0     0    68 1177 2361  0  1 99  0  0  0
 0  0      0 12592748   1584 791336    0    0     0     0  754 1026  0  0 99  0  0  0
 0  0      0 12589724   1592 791332    0    0     0    84 1376 2860  0  1 99  0  0  0
 0  0      0 12589724   1592 791336    0    0     0     0  184  261  0  0 100  0  0  0
 0  0      0 12589724   1600 791348    0    0     8    60 1400 2341  0  1 99  0  0  0
 0  0      0 12589472   1600 791348    0    0     0     0  144  210  0  0 100  0  0  0
 0  0      0 12588716   1600 791348    0    0     0     4 1325 2272  0  1 99  0  0  0
 0  0      0 12588464   1608 791336    0    0     0    80  178  256  0  0 100  0  0  0
 0  0      0 12588728   1608 791352    0    0     0     0 1298 2253  0  0 99  0  0  0
 0  0      0 12588728   1608 791352    0    0     0     8  139  205  0  0 100  0  0  0
 0  0      0 12587984   1608 791352    0    0     0     0 1156 2169  0  0 100  0  0  0
 0  0      0 12588236   1608 791352    0    0     0     0  156  241  0  0 100  0  0  0
 0  0      0 12586976   1616 791344    0    0     0    32 1085 2250  0  1 99  0  0  0
 0  0      0 12587480   1616 791352    0    0     0     0  169  277  0  0 100  0  0  0
 0  0      0 12586724   1616 791352    0    0     0   112 1274 2231  0  0 99  0  0  0
 0  0      0 12586976   1616 791352    0    0     0     0  125  179  0  0 100  0  0  0
 0  0      0 12587984   1616 791352    0    0     0     0 1434 2362  0  1 99  0  0  0
 0  0      0 12587984   1624 791352    0    0     0    20  286  393  0  0 99  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12587984   1624 791352    0    0     0     0 1352 2279  0  0 99  0  0  0
 0  0      0 12587984   1624 791352    0    0     0     0  158  244  0  0 100  0  0  0
 0  0      0 12587984   1760 791364    0    0   136     8 1295 2424  0  1 99  0  0  0
 0  0      0 12588740   1760 791348    0    0     0     0  269  261  0  0 100  0  0  0
 1  0      0 12588516   1768 791384    0    0     0    68  214  301  0  0 100  0  0  0
 0  0      0 12589020   1768 791388    0    0     0     0 1101 2176  0  0 99  0  0  0
 0  0      0 12589020   1768 791388    0    0     0     0  164  264  0  0 100  0  0  0
 1  0      0 12588768   1776 791392    0    0     8    88 1366 2300  0  0 99  1  0  0
